property_id,property_name,property_type,city,address,monthly_rent,status,bedrooms,bathrooms,sqft,amenities,latitude,longitude,created_at
158,Irving Square 158,Villa,Irving,820 Main St,2570,Occupied,2,2.5,769,"Clubhouse, Laundry, Elevator, Parking",32.166575,-97.779754,2025-08-14
159,Fort Worth Villas 159,Single Family Home,Fort Worth,460 Market Blvd,2285,Occupied,2,2.0,1457,"Clubhouse, Elevator, Security, Balcony, Pet Friendly",31.839579,-96.445483,2025-09-24
160,Austin Park 160,Townhouse,Austin,710 Oak Ave,1297,Occupied,3,3.0,1198,"Balcony, Pool, Gym, Clubhouse",32.127028,-96.712113,2025-08-11
161,Irving Park 161,Condo,Irving,734 Main St,3553,Occupied,2,2.5,2851,"Elevator, Gym, Clubhouse, Storage",30.191038,-97.39897,2025-01-02
162,Dallas Square 162,Condo,Dallas,879 Oak Ave,2522,Occupied,2,1.5,2950,"Laundry, Clubhouse, Storage, Security, Pet Friendly, Elevator",30.285387,-96.521108,2024-10-26
163,Dallas Villas 163,Townhouse,Dallas,655 Main St,2132,Occupied,2,3.0,1338,"Elevator, Storage, Pool, Balcony, Parking, Gym",32.412896,-95.61851,2026-02-17
164,Arlington Square 164,Single Family Home,Arlington,220 Oak Ave,1369,Available,2,2.5,1663,"Clubhouse, Balcony, Security",32.717699,-98.195559,2024-08-02
165,Plano Villas 165,Single Family Home,Plano,820 Lake Rd,1629,Available,4,2.5,3173,"Pet Friendly, Parking, Security, Balcony",30.683798,-96.61431,2024-10-23
166,San Antonio Square 166,Single Family Home,San Antonio,792 Market Blvd,1505,Maintenance,4,1.0,2335,"Gym, Storage, Pet Friendly, Pool, Security",30.827338,-97.633558,2025-05-16
167,Austin Park 167,Single Family Home,Austin,599 Lake Rd,3521,Occupied,4,2.0,2346,"Pool, Laundry, Balcony",32.131463,-95.429389,2025-08-18
168,Dallas Lakeview 168,Apartment,Dallas,233 Elm St,3550,Maintenance,4,2.5,2117,"Pet Friendly, Laundry, Storage, Clubhouse, Gym, Security",32.599203,-97.317857,2025-05-11
169,Plano Residency 169,Apartment,Plano,765 Lake Rd,3514,Available,1,1.0,2532,"Clubhouse, Storage, Parking, Pet Friendly",30.408114,-96.089928,2024-06-11
170,San Antonio Gardens 170,Apartment,San Antonio,193 Main St,1975,Occupied,4,2.0,987,"Parking, Laundry, Balcony, Security",32.148045,-97.680497,2024-01-02
171,Houston Residency 171,Condo,Houston,492 Main St,3381,Occupied,1,1.5,1576,"Parking, Storage, Security, Laundry, Elevator, Pet Friendly",32.129109,-96.828049,2026-01-18
172,Fort Worth Gardens 172,Apartment,Fort Worth,318 Oak Ave,2175,Occupied,2,2.0,1211,"Gym, Pool, Parking, Balcony",31.975071,-96.959652,2025-02-25
173,Arlington Lakeview 173,Villa,Arlington,715 Elm St,1523,Occupied,1,1.0,1154,"Security, Laundry, Storage, Elevator, Pool, Clubhouse",30.669387,-98.205129,2026-01-08
174,San Antonio Park 174,Apartment,San Antonio,495 Main St,1791,Occupied,4,2.0,2770,"Laundry, Balcony, Parking, Storage",32.842694,-95.15865,2024-09-03
175,Arlington Square 175,Single Family Home,Arlington,174 Main St,999,Reserved,1,3.0,2129,"Laundry, Storage, Security, Balcony",32.090297,-95.830459,2025-08-24
176,Fort Worth Lakeview 176,Apartment,Fort Worth,256 Lake Rd,1113,Reserved,2,1.5,897,"Elevator, Balcony, Laundry, Pet Friendly, Security, Clubhouse",29.988497,-96.622023,2024-03-26
177,San Antonio Park 177,Apartment,San Antonio,218 Market Blvd,1586,Occupied,3,1.5,2847,"Balcony, Laundry, Pet Friendly",29.902671,-98.198255,2025-09-18
178,Dallas Gardens 178,Townhouse,Dallas,365 Oak Ave,1439,Occupied,4,1.5,701,"Gym, Clubhouse, Security",31.530519,-95.759545,2025-01-15
179,Austin Lakeview 179,Townhouse,Austin,468 Main St,4109,Occupied,4,1.0,770,"Balcony, Elevator, Pool, Gym, Security, Storage",31.896365,-96.763484,2025-05-26
180,Austin Residency 180,Townhouse,Austin,147 Market Blvd,4117,Maintenance,2,2.0,1071,"Pet Friendly, Elevator, Parking",29.854133,-95.47975,2025-01-07
181,Irving Lakeview 181,Villa,Irving,789 Main St,3214,Available,2,1.0,2367,"Laundry, Security, Balcony, Storage",29.972605,-97.195171,2024-07-02
182,Houston Villas 182,Single Family Home,Houston,857 Elm St,1232,Maintenance,1,2.5,2555,"Security, Pool, Clubhouse, Parking, Gym",30.402349,-96.526676,2024-09-05
183,Arlington Square 183,Townhouse,Arlington,810 Main St,4114,Occupied,3,2.5,1450,"Gym, Parking, Laundry, Elevator",30.515492,-97.287517,2024-12-09
184,Dallas Residency 184,Condo,Dallas,965 Elm St,1375,Occupied,4,2.0,1490,"Laundry, Clubhouse, Parking, Pool",32.190784,-98.174407,2025-02-26
185,Plano Square 185,Condo,Plano,502 Lake Rd,3328,Occupied,4,1.0,1041,"Pool, Parking, Laundry, Security, Storage, Clubhouse",30.720866,-95.521802,2024-11-21
186,Arlington Heights 186,Townhouse,Arlington,648 Lake Rd,1780,Occupied,2,1.0,1207,"Gym, Pool, Storage",31.273484,-97.400883,2026-02-27
187,Houston Villas 187,Condo,Houston,505 Elm St,2035,Available,2,2.5,1141,"Storage, Parking, Pet Friendly, Laundry, Gym",30.219133,-96.010949,2024-02-20
188,San Antonio Heights 188,Townhouse,San Antonio,950 Oak Ave,2606,Occupied,2,1.0,2502,"Pool, Clubhouse, Storage, Laundry",32.478334,-98.074914,2024-05-13
189,Houston Residency 189,Condo,Houston,194 Lake Rd,3335,Available,2,1.0,3050,"Parking, Pool, Pet Friendly",32.858736,-96.94799,2024-05-05
190,Dallas Villas 190,Condo,Dallas,386 Market Blvd,3300,Occupied,1,1.5,2424,"Clubhouse, Parking, Laundry, Security, Pet Friendly, Pool",30.938801,-95.320935,2024-06-01
191,Dallas Lakeview 191,Single Family Home,Dallas,355 Elm St,1956,Occupied,3,3.0,1858,"Parking, Pool, Balcony, Pet Friendly, Elevator, Laundry",30.398102,-95.403716,2026-03-24
192,Dallas Residency 192,Condo,Dallas,130 Lake Rd,2914,Occupied,4,2.0,2880,"Storage, Elevator, Security, Pet Friendly, Gym",30.329356,-97.383929,2024-02-29
193,Arlington Square 193,Single Family Home,Arlington,916 Market Blvd,1903,Available,2,3.0,1303,"Balcony, Elevator, Parking, Laundry",33.187372,-97.732059,2024-12-29
194,Austin Park 194,Villa,Austin,655 Lake Rd,2252,Maintenance,2,3.0,2119,"Security, Gym, Pet Friendly",32.628439,-95.663596,2024-06-28
195,Arlington Square 195,Apartment,Arlington,989 Lake Rd,1902,Available,1,1.0,3114,"Parking, Security, Pet Friendly, Laundry, Pool, Gym",32.209282,-95.284267,2024-03-01
196,Dallas Residency 196,Villa,Dallas,849 Market Blvd,4121,Occupied,3,1.5,1104,"Pool, Security, Laundry, Balcony, Parking",30.877964,-97.370889,2026-03-21
197,Arlington Residency 197,Townhouse,Arlington,846 Main St,3790,Occupied,2,3.0,3163,"Storage, Gym, Laundry, Elevator",32.268982,-97.46919,2025-12-19
198,Irving Villas 198,Single Family Home,Irving,427 Oak Ave,3417,Maintenance,1,1.5,1953,"Storage, Pool, Clubhouse, Elevator",30.859089,-98.227677,2025-10-13
199,Fort Worth Park 199,Townhouse,Fort Worth,850 Market Blvd,2036,Available,3,1.0,1508,"Security, Balcony, Pool",32.221448,-98.331484,2024-06-19
200,Irving Heights 200,Condo,Irving,175 Lake Rd,3186,Available,3,2.0,2187,"Storage, Pet Friendly, Gym, Elevator, Parking, Security",30.73218,-97.384491,2024-06-23
201,Irving Residency 201,Villa,Irving,519 Elm St,3190,Occupied,4,1.0,1031,"Parking, Laundry, Gym, Balcony, Pet Friendly, Pool",29.887445,-97.341169,2026-01-09
202,San Antonio Lakeview 202,Townhouse,San Antonio,591 Oak Ave,1342,Occupied,2,1.5,853,"Gym, Parking, Security, Elevator, Pet Friendly, Laundry",30.730923,-96.182929,2024-04-09
203,Dallas Residency 203,Villa,Dallas,479 Market Blvd,1285,Occupied,2,2.0,2589,"Laundry, Clubhouse, Elevator, Security, Gym",30.018979,-96.595559,2025-01-13
204,Austin Villas 204,Condo,Austin,927 Elm St,2751,Available,1,2.0,2554,"Storage, Parking, Gym, Laundry, Security",32.03614,-98.200024,2025-02-27
205,Houston Lakeview 205,Single Family Home,Houston,684 Elm St,3090,Reserved,1,2.5,2364,"Storage, Pet Friendly, Clubhouse, Gym, Parking, Elevator",32.85972,-95.99993,2026-03-30
206,Austin Gardens 206,Apartment,Austin,251 Elm St,1634,Occupied,3,1.5,1517,"Parking, Laundry, Pool, Security",31.223876,-95.009558,2024-09-21
207,Plano Park 207,Apartment,Plano,215 Market Blvd,3228,Occupied,1,2.5,2277,"Elevator, Clubhouse, Parking, Laundry, Security",31.880703,-96.671033,2024-06-02
208,Austin Gardens 208,Single Family Home,Austin,597 Elm St,4056,Maintenance,3,3.0,1060,"Balcony, Elevator, Security",32.772627,-97.575522,2025-09-15
209,Arlington Villas 209,Apartment,Arlington,120 Lake Rd,2600,Occupied,2,2.0,1239,"Parking, Laundry, Security, Clubhouse, Pool, Storage",32.310124,-95.277078,2026-04-17
210,San Antonio Park 210,Townhouse,San Antonio,719 Main St,3801,Reserved,2,2.5,1052,"Gym, Balcony, Clubhouse, Laundry",32.590382,-97.55703,2024-07-11
211,Arlington Residency 211,Villa,Arlington,899 Elm St,4060,Maintenance,3,2.5,2765,"Elevator, Gym, Pool",30.788931,-96.726217,2025-08-05
212,Dallas Park 212,Villa,Dallas,750 Main St,1186,Available,2,1.5,1671,"Security, Pet Friendly, Balcony",30.989232,-96.875235,2025-11-28
213,Dallas Villas 213,Villa,Dallas,128 Market Blvd,3383,Available,2,2.5,2477,"Storage, Elevator, Security, Gym, Pool, Laundry",32.321364,-96.089023,2024-02-20
214,Austin Gardens 214,Single Family Home,Austin,277 Elm St,3601,Occupied,2,1.5,1572,"Laundry, Elevator, Parking, Storage, Security",29.731143,-95.309696,2026-03-31
215,Dallas Park 215,Villa,Dallas,698 Main St,2201,Occupied,2,3.0,1777,"Security, Clubhouse, Balcony, Pool, Pet Friendly, Gym",32.070187,-95.614912,2024-01-08
216,Plano Square 216,Single Family Home,Plano,383 Lake Rd,3444,Available,4,3.0,1807,"Clubhouse, Pool, Security",33.159263,-96.257918,2025-11-02
217,San Antonio Park 217,Villa,San Antonio,854 Main St,4085,Maintenance,2,3.0,1634,"Security, Gym, Parking, Storage, Pet Friendly, Elevator",30.607992,-97.03502,2025-08-20
218,Houston Residency 218,Townhouse,Houston,858 Lake Rd,3761,Occupied,4,1.5,2839,"Security, Elevator, Balcony, Laundry, Pool, Clubhouse",30.333976,-98.158389,2026-01-12
219,Austin Park 219,Townhouse,Austin,154 Elm St,1860,Available,4,1.0,2105,"Laundry, Security, Elevator, Gym, Balcony",30.729179,-95.520751,2025-08-17
220,Fort Worth Park 220,Condo,Fort Worth,246 Lake Rd,1440,Occupied,2,3.0,2213,"Parking, Gym, Elevator, Pool, Clubhouse, Pet Friendly",33.155171,-95.375042,2026-01-02
221,Austin Lakeview 221,Apartment,Austin,882 Oak Ave,3534,Occupied,3,2.0,1374,"Parking, Clubhouse, Balcony",30.432838,-95.792602,2025-05-16
222,Fort Worth Square 222,Villa,Fort Worth,953 Elm St,3544,Occupied,3,2.5,2408,"Laundry, Parking, Elevator, Balcony, Pool, Gym",33.02524,-95.377978,2024-07-14
223,Dallas Villas 223,Apartment,Dallas,397 Market Blvd,1876,Occupied,4,1.5,2060,"Laundry, Elevator, Balcony",30.284571,-95.616547,2026-01-15
224,Plano Residency 224,Condo,Plano,851 Main St,2353,Occupied,4,1.5,2657,"Gym, Laundry, Parking, Pool",30.485125,-95.052922,2025-08-26
225,Austin Gardens 225,Apartment,Austin,218 Market Blvd,2486,Occupied,2,1.0,1697,"Storage, Parking, Pool",31.987487,-98.430904,2025-03-30
226,Irving Lakeview 226,Apartment,Irving,817 Oak Ave,2893,Available,3,2.0,1277,"Balcony, Laundry, Pool",32.01869,-97.55508,2025-03-04
227,Fort Worth Residency 227,Single Family Home,Fort Worth,466 Market Blvd,1432,Available,4,3.0,1807,"Clubhouse, Pet Friendly, Elevator",32.422856,-95.589754,2024-10-29
228,Austin Residency 228,Apartment,Austin,192 Elm St,1800,Occupied,3,2.5,2618,"Parking, Pool, Elevator",32.623313,-96.158423,2024-03-17
229,Fort Worth Gardens 229,Townhouse,Fort Worth,420 Market Blvd,2820,Available,4,1.5,1862,"Pool, Gym, Parking",32.68287,-97.239249,2026-01-26
230,Fort Worth Park 230,Apartment,Fort Worth,378 Market Blvd,1516,Occupied,1,1.0,1348,"Storage, Balcony, Pool, Gym, Laundry, Clubhouse",30.098412,-97.099124,2025-12-07
231,Arlington Lakeview 231,Condo,Arlington,794 Market Blvd,1413,Occupied,4,1.5,1192,"Gym, Pool, Laundry",32.889294,-96.810638,2024-07-04
232,Irving Square 232,Townhouse,Irving,794 Elm St,3753,Occupied,3,1.0,1185,"Pool, Laundry, Clubhouse, Parking, Elevator, Gym",31.992407,-98.456739,2026-02-24
233,Houston Lakeview 233,Townhouse,Houston,155 Main St,3769,Available,3,3.0,3182,"Clubhouse, Security, Laundry, Pool",32.636616,-96.545795,2025-10-20
234,Austin Park 234,Single Family Home,Austin,936 Oak Ave,1627,Occupied,3,2.5,956,"Pet Friendly, Security, Balcony, Parking, Clubhouse",30.479473,-96.248389,2024-03-21
235,Arlington Lakeview 235,Condo,Arlington,100 Main St,1310,Occupied,3,2.5,2691,"Clubhouse, Parking, Pool",31.112039,-98.374588,2026-03-21
236,San Antonio Gardens 236,Single Family Home,San Antonio,772 Lake Rd,3631,Reserved,3,1.5,2518,"Parking, Pet Friendly, Clubhouse, Gym, Balcony",32.385957,-96.400171,2026-01-03
237,Arlington Residency 237,Apartment,Arlington,941 Market Blvd,958,Occupied,1,1.5,2048,"Elevator, Storage, Security, Clubhouse, Parking",29.860223,-97.925456,2024-04-19
238,San Antonio Lakeview 238,Single Family Home,San Antonio,226 Market Blvd,1444,Available,2,1.5,2259,"Security, Pool, Laundry, Parking",32.943193,-95.568868,2025-04-13
239,Austin Park 239,Condo,Austin,773 Elm St,3965,Occupied,1,3.0,848,"Storage, Clubhouse, Gym, Security, Balcony, Pool",32.256731,-98.050664,2025-09-12
240,Plano Lakeview 240,Single Family Home,Plano,406 Elm St,3444,Available,3,2.5,1666,"Balcony, Clubhouse, Gym, Pool, Pet Friendly",31.808836,-95.397471,2024-11-17
241,Houston Park 241,Villa,Houston,696 Elm St,3876,Occupied,2,3.0,1840,"Gym, Elevator, Security, Clubhouse",30.103918,-97.267168,2025-11-14
242,Irving Residency 242,Single Family Home,Irving,959 Main St,1002,Available,2,2.5,2791,"Gym, Parking, Elevator, Pool, Storage, Laundry",33.142363,-96.108134,2025-12-08
243,San Antonio Villas 243,Villa,San Antonio,809 Main St,2419,Available,3,1.0,2503,"Elevator, Laundry, Pet Friendly, Balcony",32.445075,-95.704124,2025-01-25
244,Irving Lakeview 244,Condo,Irving,659 Elm St,3211,Available,4,2.0,870,"Pet Friendly, Clubhouse, Storage, Security, Laundry",32.183409,-97.212906,2024-07-20
245,Houston Residency 245,Townhouse,Houston,264 Elm St,3746,Available,3,1.5,955,"Elevator, Pool, Laundry, Parking",31.199777,-96.551905,2024-09-18
246,Dallas Heights 246,Townhouse,Dallas,902 Lake Rd,1113,Maintenance,3,1.5,1279,"Storage, Balcony, Clubhouse",32.464679,-96.574439,2025-06-22
247,Houston Square 247,Villa,Houston,733 Elm St,4170,Available,3,1.0,2719,"Pool, Security, Pet Friendly, Storage, Elevator, Gym",30.858733,-97.47249,2025-05-01
248,Dallas Lakeview 248,Apartment,Dallas,841 Lake Rd,2775,Maintenance,4,2.0,1634,"Parking, Security, Laundry, Clubhouse",33.007457,-97.149434,2024-01-26
249,Plano Lakeview 249,Single Family Home,Plano,646 Main St,2943,Available,3,2.5,829,"Security, Elevator, Pool, Parking",30.285882,-95.153033,2025-10-03
250,Fort Worth Gardens 250,Villa,Fort Worth,439 Main St,3757,Occupied,4,1.5,2387,"Elevator, Laundry, Pool, Security",32.101152,-98.416865,2024-03-30
251,Fort Worth Heights 251,Apartment,Fort Worth,498 Main St,3235,Occupied,2,2.0,938,"Balcony, Laundry, Elevator, Pet Friendly",31.90576,-96.984412,2025-07-01
252,Dallas Park 252,Single Family Home,Dallas,504 Main St,1136,Occupied,1,3.0,947,"Balcony, Storage, Pool",30.685311,-95.256582,2025-04-30
253,Austin Heights 253,Single Family Home,Austin,105 Elm St,4008,Occupied,2,1.5,2251,"Gym, Balcony, Security, Parking, Elevator",32.761684,-98.005191,2025-09-02
254,Irving Residency 254,Single Family Home,Irving,217 Oak Ave,2198,Occupied,3,1.0,1510,"Pet Friendly, Laundry, Gym, Pool, Elevator",30.472758,-95.578381,2025-11-18
255,Dallas Heights 255,Single Family Home,Dallas,391 Elm St,1249,Occupied,3,3.0,1840,"Pool, Pet Friendly, Clubhouse, Gym, Laundry",30.148753,-96.205845,2024-03-12
256,Houston Square 256,Townhouse,Houston,326 Market Blvd,2294,Occupied,3,2.5,3174,"Storage, Security, Elevator, Pet Friendly",30.290238,-97.403748,2024-10-10
257,Plano Square 257,Villa,Plano,946 Oak Ave,2915,Occupied,4,2.0,2545,"Clubhouse, Elevator, Pool, Storage, Security",31.823197,-95.553725,2025-07-05
258,Houston Lakeview 258,Townhouse,Houston,652 Market Blvd,3929,Maintenance,4,1.0,958,"Storage, Laundry, Pet Friendly",32.872063,-96.569421,2025-10-31
259,Austin Square 259,Townhouse,Austin,925 Elm St,4112,Occupied,3,1.5,3065,"Gym, Clubhouse, Pool, Pet Friendly, Storage",31.457585,-96.180625,2025-12-01
260,Austin Villas 260,Single Family Home,Austin,478 Oak Ave,1602,Occupied,2,2.5,1383,"Clubhouse, Security, Parking, Pool",32.365153,-97.688875,2024-02-13
261,Houston Lakeview 261,Single Family Home,Houston,683 Oak Ave,2873,Maintenance,2,2.5,2512,"Security, Pool, Balcony",32.622053,-97.578394,2025-01-20
262,Irving Park 262,Townhouse,Irving,718 Main St,3066,Occupied,3,1.0,1680,"Elevator, Laundry, Security, Storage",32.737018,-96.795985,2025-05-28
263,Austin Gardens 263,Condo,Austin,335 Market Blvd,1265,Occupied,2,1.5,2757,"Gym, Storage, Elevator, Clubhouse",31.807071,-95.640657,2026-04-10
264,Plano Heights 264,Apartment,Plano,686 Oak Ave,2912,Occupied,3,2.5,1513,"Parking, Pet Friendly, Storage, Pool, Balcony, Security",30.263952,-96.296609,2024-02-27
265,Austin Square 265,Townhouse,Austin,593 Oak Ave,2610,Reserved,2,3.0,3104,"Balcony, Pool, Pet Friendly",31.272212,-95.025285,2024-08-12
266,Irving Residency 266,Single Family Home,Irving,211 Main St,4093,Occupied,2,3.0,1394,"Gym, Security, Clubhouse, Balcony, Laundry",29.94095,-97.17626,2024-07-26
267,Irving Lakeview 267,Villa,Irving,652 Main St,1676,Maintenance,3,1.0,2599,"Elevator, Storage, Pool",30.026165,-96.192126,2026-03-04
268,Irving Square 268,Single Family Home,Irving,185 Lake Rd,1127,Occupied,3,2.0,2820,"Laundry, Security, Pool, Pet Friendly, Clubhouse, Gym",31.369994,-97.686205,2025-09-04
269,Irving Villas 269,Townhouse,Irving,518 Lake Rd,3854,Occupied,2,1.0,679,"Elevator, Parking, Laundry",31.990911,-96.092816,2024-04-19
270,Austin Park 270,Condo,Austin,283 Lake Rd,1988,Maintenance,4,3.0,1720,"Storage, Security, Balcony, Elevator, Pet Friendly, Pool",31.146299,-95.756741,2025-07-26
271,Arlington Square 271,Townhouse,Arlington,446 Elm St,2360,Occupied,2,3.0,2280,"Pet Friendly, Clubhouse, Gym",30.050975,-96.720798,2025-09-20
272,Dallas Park 272,Villa,Dallas,728 Elm St,1323,Occupied,3,1.0,1245,"Pool, Storage, Balcony, Elevator, Gym, Parking",31.831601,-95.964269,2024-10-20
273,Dallas Gardens 273,Villa,Dallas,100 Oak Ave,2748,Available,4,2.5,693,"Pet Friendly, Parking, Storage, Balcony, Pool",32.059085,-97.24091,2024-03-29
274,San Antonio Lakeview 274,Condo,San Antonio,456 Lake Rd,2610,Available,2,2.5,3050,"Pool, Storage, Balcony",32.241485,-96.543101,2026-04-15
275,San Antonio Heights 275,Villa,San Antonio,922 Elm St,2812,Occupied,3,1.5,2304,"Gym, Laundry, Pool, Balcony, Parking",31.461092,-97.310119,2024-09-20
276,San Antonio Residency 276,Condo,San Antonio,793 Oak Ave,2930,Occupied,3,3.0,1646,"Clubhouse, Parking, Storage, Elevator, Gym, Laundry",31.039356,-95.739704,2026-03-30
277,Plano Lakeview 277,Condo,Plano,282 Market Blvd,3144,Occupied,2,3.0,689,"Pet Friendly, Balcony, Pool, Storage, Security",32.320758,-97.303025,2024-11-17
278,Plano Square 278,Villa,Plano,733 Lake Rd,1698,Occupied,3,2.0,1428,"Pet Friendly, Storage, Balcony, Pool",30.502226,-95.577708,2024-06-08
279,Fort Worth Lakeview 279,Apartment,Fort Worth,989 Lake Rd,3464,Occupied,1,2.5,677,"Clubhouse, Security, Elevator",31.423191,-95.051235,2025-05-17
280,Austin Park 280,Single Family Home,Austin,223 Elm St,1859,Available,2,2.5,3012,"Clubhouse, Elevator, Parking, Balcony, Gym, Pet Friendly",32.7114,-95.784336,2025-04-16
281,Plano Lakeview 281,Apartment,Plano,451 Lake Rd,2504,Available,1,1.5,3029,"Storage, Balcony, Gym, Elevator, Clubhouse",30.529987,-96.850291,2024-07-07
282,Arlington Gardens 282,Condo,Arlington,376 Oak Ave,3820,Occupied,2,2.5,2174,"Balcony, Clubhouse, Gym, Storage, Pool, Laundry",32.101042,-95.650333,2025-07-22
283,Irving Gardens 283,Condo,Irving,629 Elm St,3975,Occupied,2,1.5,1262,"Gym, Laundry, Clubhouse",30.170651,-95.373554,2026-01-07
284,Plano Gardens 284,Condo,Plano,198 Market Blvd,3252,Available,2,2.0,2975,"Gym, Parking, Pet Friendly",32.548363,-96.832112,2026-02-01
285,Plano Residency 285,Townhouse,Plano,690 Elm St,3245,Reserved,2,2.0,2933,"Security, Parking, Laundry, Elevator, Gym",32.73579,-95.129092,2025-10-27
286,Austin Villas 286,Townhouse,Austin,531 Elm St,3707,Occupied,2,2.0,2740,"Pool, Laundry, Balcony, Pet Friendly, Security, Storage",32.738902,-96.257968,2025-08-08
287,Irving Park 287,Apartment,Irving,523 Oak Ave,2357,Occupied,1,1.5,1584,"Balcony, Laundry, Storage, Pet Friendly, Gym",32.317634,-96.676725,2024-07-07
288,Dallas Park 288,Villa,Dallas,661 Main St,3661,Reserved,4,1.5,1680,"Pet Friendly, Gym, Laundry",30.060533,-98.276727,2024-01-27
289,Irving Square 289,Single Family Home,Irving,274 Main St,2025,Available,1,1.0,3181,"Balcony, Pet Friendly, Elevator, Security, Gym, Clubhouse",31.892682,-98.04053,2024-02-05
290,Plano Park 290,Townhouse,Plano,636 Elm St,3164,Occupied,3,2.5,1765,"Elevator, Gym, Clubhouse, Security",32.321191,-95.429472,2024-11-13
291,Plano Villas 291,Condo,Plano,393 Market Blvd,1316,Occupied,3,1.5,2459,"Balcony, Gym, Storage, Parking, Laundry, Clubhouse",32.553829,-95.532187,2025-07-01
292,Dallas Park 292,Condo,Dallas,355 Oak Ave,987,Occupied,3,2.0,2413,"Parking, Elevator, Security, Pool",31.141076,-96.53806,2026-01-02
293,Irving Villas 293,Condo,Irving,213 Market Blvd,1274,Occupied,2,2.0,2379,"Balcony, Elevator, Storage, Pet Friendly, Pool",32.687187,-97.861575,2025-09-24
294,Arlington Residency 294,Townhouse,Arlington,832 Market Blvd,2965,Occupied,4,3.0,1419,"Parking, Elevator, Storage, Pool",33.103164,-97.512599,2026-01-14
295,Dallas Residency 295,Villa,Dallas,157 Lake Rd,1010,Available,1,1.5,2671,"Balcony, Clubhouse, Security, Pet Friendly, Elevator, Parking",30.85587,-95.547588,2026-03-05
296,Irving Park 296,Apartment,Irving,353 Main St,1693,Maintenance,3,2.5,1437,"Laundry, Parking, Pool, Storage, Security",30.571368,-95.800711,2024-07-22
297,Arlington Gardens 297,Apartment,Arlington,405 Oak Ave,2886,Occupied,3,1.5,2243,"Security, Gym, Parking, Storage, Balcony",31.523242,-97.613405,2025-01-04
298,Dallas Lakeview 298,Villa,Dallas,902 Market Blvd,3542,Occupied,1,1.5,2428,"Balcony, Pool, Laundry, Clubhouse",30.550813,-95.109078,2025-12-05
299,Austin Residency 299,Townhouse,Austin,599 Oak Ave,1595,Available,1,1.5,2697,"Parking, Storage, Security, Clubhouse, Pool",32.154648,-95.729868,2024-11-20
300,Plano Gardens 300,Condo,Plano,601 Oak Ave,1037,Occupied,4,1.5,2197,"Balcony, Parking, Clubhouse, Security",31.23125,-97.468499,2025-08-03
301,Austin Villas 301,Single Family Home,Austin,564 Main St,3949,Available,2,2.0,2568,"Pool, Elevator, Gym, Pet Friendly",30.734854,-97.578278,2026-03-05
302,Irving Lakeview 302,Villa,Irving,257 Elm St,2441,Available,1,3.0,3190,"Elevator, Laundry, Pet Friendly",31.534244,-96.758578,2024-10-16
303,Plano Park 303,Condo,Plano,296 Main St,1402,Occupied,4,2.0,1044,"Parking, Gym, Elevator",32.757225,-97.792723,2024-02-02
304,Irving Heights 304,Condo,Irving,579 Main St,3822,Available,3,3.0,3067,"Pet Friendly, Pool, Parking, Elevator, Security",31.419919,-95.385814,2025-01-04
305,Irving Gardens 305,Townhouse,Irving,336 Elm St,3476,Occupied,4,1.0,1738,"Balcony, Pool, Pet Friendly",33.062054,-98.160083,2025-01-29
306,Houston Residency 306,Villa,Houston,663 Market Blvd,3284,Occupied,3,1.5,1382,"Pool, Security, Clubhouse, Elevator, Laundry, Pet Friendly",32.789884,-97.916167,2025-05-31
307,Plano Lakeview 307,Villa,Plano,319 Market Blvd,2764,Maintenance,3,3.0,2093,"Security, Laundry, Elevator, Clubhouse, Storage",30.832078,-97.657471,2026-02-23
308,San Antonio Square 308,Townhouse,San Antonio,422 Main St,2576,Occupied,3,2.5,650,"Storage, Parking, Gym, Clubhouse, Elevator",30.751169,-97.723397,2026-03-01
309,San Antonio Lakeview 309,Single Family Home,San Antonio,355 Oak Ave,3287,Available,3,3.0,2991,"Clubhouse, Security, Gym",30.184429,-97.21521,2024-09-19
310,San Antonio Heights 310,Apartment,San Antonio,709 Lake Rd,3280,Occupied,3,2.5,1540,"Clubhouse, Gym, Storage, Laundry, Security",32.159968,-95.631697,2024-02-08
311,Irving Villas 311,Apartment,Irving,652 Elm St,2375,Occupied,1,2.0,2428,"Pet Friendly, Parking, Laundry",29.889448,-96.664658,2024-06-02
312,Plano Villas 312,Single Family Home,Plano,184 Market Blvd,1577,Occupied,4,1.5,856,"Clubhouse, Elevator, Pool, Storage, Pet Friendly, Gym",32.452289,-97.981957,2025-08-08
313,Dallas Lakeview 313,Single Family Home,Dallas,730 Elm St,1298,Occupied,3,2.0,2282,"Gym, Clubhouse, Pet Friendly, Elevator",31.083616,-96.500343,2024-09-09
314,Houston Villas 314,Apartment,Houston,273 Lake Rd,2274,Available,2,2.5,3009,"Laundry, Security, Elevator, Pool, Gym, Clubhouse",31.77857,-98.415276,2025-09-23
315,Arlington Residency 315,Single Family Home,Arlington,989 Lake Rd,1133,Available,2,2.5,1606,"Gym, Pool, Elevator, Security, Parking",30.550669,-96.326491,2024-01-15
316,Plano Residency 316,Apartment,Plano,811 Main St,2879,Occupied,2,2.5,743,"Pet Friendly, Elevator, Balcony, Clubhouse",31.390592,-95.945267,2025-01-20
317,Dallas Gardens 317,Townhouse,Dallas,468 Main St,2113,Occupied,2,1.0,1472,"Parking, Clubhouse, Storage, Elevator, Pet Friendly",32.011305,-96.179564,2024-01-20
