request_id,property_id,issue_type,status,priority,created_date,resolved_date,estimated_cost
453,211,Cleaning,Closed,Critical,2025-09-22,2025-09-26,427
454,223,Electrical,Open,Medium,2026-03-17,2026-03-25,1081
455,421,Cleaning,In Progress,High,2026-04-16,2026-04-27,670
456,260,Plumbing,Closed,Critical,2025-11-23,,922
457,115,Cleaning,Resolved,High,2025-12-18,2025-12-31,650
458,169,HVAC,Open,High,2025-06-27,,280
459,212,General Repair,In Progress,Low,2025-07-21,,414
460,59,Cleaning,In Progress,Medium,2025-11-12,,116
461,444,Electrical,Closed,Low,2025-07-14,,730
462,154,Plumbing,In Progress,Critical,2025-10-13,,241
463,464,HVAC,In Progress,Medium,2025-06-27,,729
464,271,Plumbing,Closed,Low,2025-06-13,2025-06-24,356
465,198,Plumbing,In Progress,Critical,2026-03-23,2026-03-30,446
466,158,Electrical,Resolved,Medium,2026-01-06,2026-01-12,1101
467,4,Security,Open,Medium,2025-08-01,2025-08-05,394
468,381,Security,Closed,High,2026-05-10,2026-05-20,878
469,165,Plumbing,Open,Critical,2025-06-10,,1178
470,430,Plumbing,In Progress,Low,2025-01-18,,705
471,499,Appliance,Open,Medium,2025-08-06,2025-08-11,301
472,193,Security,Open,Medium,2026-05-27,,667
473,290,General Repair,Open,Critical,2025-07-10,2025-07-14,614
474,1,Plumbing,Closed,Critical,2025-04-13,2025-04-19,77
475,67,General Repair,Open,High,2025-05-05,2025-05-06,930
476,353,General Repair,Resolved,Medium,2025-01-02,2025-01-05,235
477,125,Electrical,Resolved,Low,2026-01-18,2026-01-20,1100
478,429,Electrical,Closed,High,2026-05-11,2026-05-21,446
479,119,Cleaning,Resolved,Critical,2025-03-26,,438
480,222,General Repair,Open,Low,2025-07-22,2025-07-29,765
481,322,HVAC,Open,Critical,2026-01-05,2026-01-14,1185
482,176,Cleaning,Closed,Medium,2025-12-17,2025-12-29,936
483,95,Electrical,Open,Critical,2026-01-18,2026-01-29,403
484,358,Cleaning,In Progress,Medium,2025-08-03,,160
485,369,HVAC,Closed,High,2025-10-01,2025-10-04,1188
486,220,Security,In Progress,Critical,2025-01-22,2025-02-01,107
487,438,HVAC,In Progress,High,2025-12-10,,220
488,244,Electrical,Closed,Critical,2025-01-25,,403
489,51,Security,Closed,Medium,2026-04-14,2026-04-22,1091
490,488,General Repair,Closed,High,2025-06-08,2025-06-22,468
491,41,Electrical,Resolved,High,2025-06-25,2025-07-07,522
492,223,Electrical,Resolved,Medium,2026-03-08,2026-03-16,280
493,282,Electrical,In Progress,High,2025-08-04,2025-08-07,194
494,175,Appliance,Resolved,Medium,2025-12-11,2025-12-24,529
495,481,HVAC,Open,Low,2025-04-19,2025-04-21,1164
496,374,Plumbing,Closed,Critical,2025-12-10,,385
497,261,Plumbing,Open,Critical,2025-04-14,2025-04-23,1194
498,171,Plumbing,Open,Medium,2025-02-19,2025-03-05,255
499,52,Electrical,Open,Medium,2025-08-15,2025-08-25,859
500,15,Electrical,Closed,High,2025-07-15,2025-07-22,196
501,87,Appliance,Open,Critical,2026-02-16,2026-02-28,1078
502,31,Appliance,In Progress,High,2026-04-27,,929
503,311,Appliance,Open,Low,2026-01-22,2026-01-26,212
504,296,Cleaning,Open,High,2025-09-04,2025-09-11,54
505,3,Appliance,Open,High,2026-05-21,2026-05-25,726
506,318,Plumbing,In Progress,Critical,2025-06-13,,161
507,405,General Repair,Closed,Low,2025-11-13,2025-11-26,145
508,55,HVAC,In Progress,Low,2025-11-01,2025-11-03,929
509,250,General Repair,Resolved,Low,2025-01-29,2025-01-31,167
510,243,Electrical,Resolved,Medium,2025-11-18,2025-11-29,651
511,350,Security,In Progress,Critical,2025-06-21,2025-06-25,1030
512,179,Appliance,Resolved,Low,2026-01-17,2026-01-26,417
513,197,Electrical,Resolved,Low,2025-11-14,2025-11-23,734
514,439,Plumbing,Resolved,Critical,2026-02-13,2026-02-26,1141
515,174,Security,Closed,Medium,2025-09-18,,1179
516,480,Security,Open,Low,2025-09-05,,293
517,498,Cleaning,In Progress,High,2025-07-02,2025-07-05,1105
518,436,Plumbing,Resolved,Low,2025-03-23,2025-03-30,1138
519,291,Electrical,In Progress,Low,2025-05-10,,278
520,44,Cleaning,Closed,High,2025-10-13,2025-10-14,236
521,485,General Repair,Closed,Low,2025-11-19,2025-11-27,124
522,432,HVAC,In Progress,Low,2025-04-16,2025-04-24,851
523,232,Security,In Progress,High,2025-05-08,,612
524,5,Electrical,In Progress,Medium,2025-10-15,2025-10-16,134
525,310,HVAC,Open,Low,2025-12-05,,652
526,65,Appliance,Closed,Critical,2026-04-25,2026-04-28,891
527,128,Security,In Progress,Low,2025-08-23,2025-08-29,901
528,423,Plumbing,In Progress,Critical,2025-07-05,2025-07-17,686
529,7,HVAC,Open,Critical,2025-12-07,,313
530,383,Cleaning,In Progress,Low,2026-04-25,2026-05-06,911
531,302,General Repair,Resolved,Critical,2025-08-14,2025-08-19,860
532,130,Security,In Progress,Low,2026-04-08,2026-04-19,727
533,373,Plumbing,Closed,High,2025-06-03,2025-06-08,837
534,141,Security,Closed,Low,2025-07-26,,480
535,389,Electrical,Closed,Critical,2025-03-03,2025-03-05,1047
536,499,General Repair,Open,Critical,2025-10-12,2025-10-16,261
537,406,Plumbing,In Progress,Critical,2025-05-30,2025-06-09,906
538,233,HVAC,Closed,High,2025-08-17,,264
539,246,Security,Open,Critical,2025-10-29,2025-11-03,994
540,456,Security,Closed,Low,2025-12-13,,271
541,170,Security,Resolved,High,2026-04-25,,814
542,233,Plumbing,Resolved,Medium,2026-03-16,2026-03-19,522
543,141,Security,In Progress,Low,2025-05-21,2025-05-30,1079
544,217,Electrical,In Progress,High,2025-05-09,,617
545,372,Electrical,Open,Medium,2025-07-03,,369
546,364,Appliance,Closed,Critical,2026-03-06,2026-03-12,1199
547,326,Plumbing,In Progress,High,2026-02-02,2026-02-11,814
548,318,HVAC,Resolved,Medium,2025-09-08,2025-09-17,139
549,394,Appliance,Resolved,Low,2025-04-12,2025-04-18,200
550,225,Appliance,Open,Low,2026-04-10,2026-04-16,629
551,419,Appliance,Resolved,High,2026-05-30,2026-06-03,838
552,65,Cleaning,Open,Critical,2025-09-02,,1187
553,84,Electrical,Closed,High,2026-03-20,,88
554,196,General Repair,Resolved,Critical,2026-05-30,2026-06-05,332
555,416,HVAC,Closed,Medium,2025-03-10,2025-03-20,728
556,196,HVAC,Resolved,Critical,2026-02-07,2026-02-17,1094
557,466,Security,In Progress,Low,2026-04-26,,59
558,447,HVAC,Closed,Critical,2025-01-01,2025-01-13,790
559,349,Electrical,Closed,Low,2025-06-17,,329
560,415,Cleaning,Open,Medium,2025-11-04,,94
561,170,Plumbing,Closed,High,2025-06-14,,180
562,318,Security,Closed,Low,2025-03-23,2025-04-02,518
563,163,Appliance,Open,Low,2025-10-31,,228
564,435,HVAC,Open,Low,2025-05-06,2025-05-19,1143
565,53,Cleaning,In Progress,Medium,2026-02-15,2026-02-27,983
566,1,Appliance,In Progress,High,2025-10-27,2025-10-31,427
567,244,Plumbing,In Progress,Critical,2026-04-27,2026-05-10,501
568,77,HVAC,In Progress,High,2026-05-20,2026-06-03,1164
569,418,HVAC,In Progress,Critical,2026-04-28,2026-05-06,1067
570,472,Security,Resolved,Medium,2026-05-19,2026-05-22,255
571,483,Plumbing,Open,Critical,2026-04-17,2026-04-29,731
572,292,General Repair,Closed,Medium,2025-06-25,,685
573,355,Security,Resolved,Low,2025-10-28,2025-11-01,1001
574,187,Appliance,Open,High,2025-10-05,2025-10-11,294
575,391,Security,Resolved,Low,2025-03-09,,211
576,4,General Repair,In Progress,Critical,2026-04-21,2026-04-22,769
577,457,Cleaning,Open,Medium,2025-11-11,2025-11-21,309
578,446,General Repair,Closed,Critical,2026-01-21,,815
579,393,Security,In Progress,Critical,2025-03-14,,440
580,297,Cleaning,In Progress,Low,2025-10-02,,429
581,385,General Repair,Resolved,Critical,2025-12-04,2025-12-10,245
582,151,Cleaning,Closed,High,2026-05-22,2026-05-25,1141
583,208,HVAC,Open,Critical,2026-05-13,,978
584,123,Appliance,Resolved,Low,2025-04-03,,1025
585,273,General Repair,Resolved,High,2025-05-24,2025-05-31,264
586,95,General Repair,Resolved,Low,2025-06-20,,354
587,285,Security,In Progress,Critical,2026-04-08,2026-04-13,127
588,194,Cleaning,Open,Critical,2025-11-15,2025-11-20,217
589,331,Security,Open,Critical,2026-02-21,,85
590,415,Cleaning,Resolved,Critical,2025-06-04,2025-06-08,342
591,380,HVAC,Open,Low,2025-01-11,,596
592,344,Cleaning,Resolved,Critical,2025-08-11,,1051
593,173,General Repair,Resolved,High,2025-10-13,,432
594,89,Electrical,Closed,Low,2025-08-05,2025-08-18,562
595,99,Cleaning,In Progress,Critical,2025-11-01,2025-11-12,498
596,81,General Repair,Resolved,Medium,2025-04-17,2025-04-27,788
597,294,Plumbing,Closed,Low,2026-02-10,,1122
598,184,Appliance,Open,Medium,2025-10-02,2025-10-12,79
599,473,Plumbing,In Progress,High,2025-09-14,,1040
600,72,Cleaning,In Progress,Medium,2025-11-02,2025-11-06,669
601,174,General Repair,Open,High,2025-10-20,2025-10-29,657
602,127,General Repair,Closed,Critical,2026-03-23,,1059
603,441,HVAC,Resolved,Critical,2025-02-09,2025-02-19,867
604,61,General Repair,Open,Critical,2025-08-19,2025-08-27,154
605,242,Electrical,Open,Low,2025-05-07,,1091
606,246,Electrical,Closed,Medium,2025-11-24,,686
607,491,General Repair,Closed,High,2025-02-01,2025-02-07,200
608,256,Cleaning,Open,Low,2025-03-24,2025-03-27,342
609,40,Plumbing,Closed,Medium,2025-09-11,2025-09-23,193
610,105,General Repair,Open,Low,2025-05-09,2025-05-11,734
611,312,Plumbing,Closed,High,2025-11-03,2025-11-04,496
612,105,Cleaning,Closed,Low,2025-09-18,2025-09-26,462
613,202,Plumbing,Resolved,Low,2025-10-01,,425
614,199,Cleaning,In Progress,Low,2025-12-23,2026-01-01,632
615,361,Plumbing,Open,Medium,2026-02-06,2026-02-09,495
616,289,Appliance,Resolved,Medium,2026-05-29,2026-06-12,306
617,492,Plumbing,In Progress,Low,2025-04-17,2025-04-29,753
618,456,Security,Closed,High,2025-03-29,2025-03-30,1030
619,85,HVAC,Closed,Low,2025-01-19,2025-01-20,625
620,466,Electrical,In Progress,High,2025-03-14,2025-03-21,1188
621,331,Electrical,Open,High,2025-09-01,,614
622,188,General Repair,Closed,Medium,2026-03-06,2026-03-13,1186
623,436,General Repair,Open,High,2026-05-15,,210
624,414,HVAC,Open,Critical,2025-04-10,,742
625,161,Appliance,In Progress,Low,2025-07-23,2025-08-06,271
626,348,HVAC,Closed,High,2025-05-19,2025-05-30,1188
627,25,Appliance,Open,Critical,2026-04-06,2026-04-14,1058
628,121,Appliance,In Progress,Medium,2025-01-23,,413
629,93,Plumbing,Open,Medium,2025-05-29,2025-06-04,357
630,101,Security,Resolved,Low,2025-10-03,2025-10-15,273
631,290,Electrical,In Progress,High,2025-08-30,2025-09-01,949
632,232,Appliance,Resolved,Low,2025-04-06,2025-04-08,981
633,357,Electrical,In Progress,Low,2026-05-25,2026-05-26,1032
634,462,General Repair,Resolved,Critical,2025-04-30,2025-05-04,976
635,427,General Repair,Resolved,High,2025-09-28,2025-10-10,882
636,341,Cleaning,In Progress,Low,2026-04-23,,296
637,360,Security,Open,Medium,2025-08-02,2025-08-15,479
638,96,Security,In Progress,High,2025-07-01,,1143
639,19,Plumbing,Resolved,Low,2025-02-12,,926
640,225,HVAC,Closed,Critical,2025-04-28,2025-05-07,718
641,221,General Repair,Open,Low,2025-03-05,2025-03-19,1057
642,398,HVAC,In Progress,Low,2025-07-30,,788
643,6,Cleaning,In Progress,Medium,2026-01-05,,861
644,102,HVAC,Closed,Medium,2025-03-02,2025-03-14,956
645,76,General Repair,In Progress,Critical,2025-05-13,2025-05-26,242
646,487,HVAC,In Progress,High,2025-10-03,,1158
647,459,Plumbing,Closed,Low,2025-08-05,2025-08-12,131
648,320,Electrical,In Progress,Low,2025-04-22,,1063
649,237,Cleaning,In Progress,Medium,2025-06-25,2025-07-01,161
650,475,HVAC,In Progress,Medium,2025-10-30,,1134
651,72,Appliance,Resolved,Low,2025-11-06,2025-11-12,990
652,208,Appliance,In Progress,Critical,2026-01-19,2026-01-21,109
653,275,Cleaning,Resolved,Low,2026-03-08,2026-03-17,1173
654,166,Plumbing,Resolved,High,2026-01-14,2026-01-28,624
655,178,HVAC,Resolved,Medium,2025-07-27,2025-08-05,798
656,87,HVAC,Closed,Low,2025-04-23,2025-05-05,213
657,30,HVAC,Closed,High,2026-01-13,2026-01-25,554
658,404,Plumbing,In Progress,Medium,2025-10-10,2025-10-17,386
659,261,Cleaning,Resolved,Low,2025-08-06,2025-08-13,711
660,367,HVAC,Closed,Low,2025-10-11,2025-10-18,832
661,63,Electrical,Closed,High,2026-05-20,2026-06-03,859
662,337,Cleaning,Open,Critical,2025-12-13,2025-12-23,593
663,298,Electrical,Open,Low,2025-04-09,2025-04-15,1099
664,335,Cleaning,In Progress,Critical,2026-01-25,2026-01-27,893
665,394,Plumbing,Open,Medium,2026-05-03,,941
666,214,Plumbing,Closed,Medium,2026-04-19,2026-04-23,470
667,242,Plumbing,In Progress,Low,2026-05-18,,376
668,325,Plumbing,Resolved,Low,2026-05-09,2026-05-13,348
669,222,Plumbing,Closed,Medium,2025-02-10,,552
670,255,General Repair,In Progress,Critical,2026-01-20,,379
671,25,Plumbing,Open,Medium,2026-02-14,2026-02-16,360
672,350,General Repair,Open,Critical,2025-11-04,2025-11-09,983
673,317,General Repair,In Progress,High,2026-02-23,2026-02-27,321
674,101,Cleaning,Resolved,High,2025-03-25,2025-04-02,589
675,58,Electrical,Open,Medium,2026-01-19,2026-01-24,1001
676,192,Security,Open,Critical,2025-11-13,2025-11-21,673
677,251,Appliance,In Progress,Critical,2025-09-09,,632
678,250,Appliance,In Progress,High,2025-04-26,2025-05-06,1134
679,181,HVAC,Closed,Medium,2026-01-27,2026-01-31,918
680,162,HVAC,Closed,Low,2026-01-13,,413
681,98,Appliance,In Progress,High,2025-07-26,2025-08-08,300
682,444,Security,Open,Critical,2025-08-22,2025-08-26,260
683,368,Appliance,In Progress,High,2025-07-06,2025-07-11,225
684,99,Appliance,Open,Critical,2025-12-03,,850
685,239,HVAC,Open,High,2025-03-30,2025-04-05,1175
686,376,Electrical,Open,Critical,2026-01-29,,129
687,8,General Repair,Open,Medium,2026-04-26,,212
688,49,General Repair,Open,Medium,2025-04-23,,993
689,311,Plumbing,Resolved,Medium,2025-11-08,2025-11-13,801
690,309,HVAC,In Progress,Low,2026-01-29,2026-02-07,420
691,138,General Repair,Resolved,Low,2025-11-22,,243
692,221,General Repair,Open,Critical,2025-08-31,,535
693,107,Appliance,Resolved,Critical,2025-12-21,,758
694,38,General Repair,In Progress,High,2025-05-16,,1062
695,215,Appliance,In Progress,Medium,2025-11-14,2025-11-28,235
696,431,Security,Resolved,Medium,2025-03-05,2025-03-13,238
697,427,Plumbing,Resolved,Critical,2025-02-10,2025-02-20,252
698,268,Security,Closed,High,2025-02-12,,1069
699,493,Security,Resolved,High,2026-01-26,2026-02-06,403
700,75,Electrical,Open,Critical,2025-07-20,,382
701,457,Electrical,In Progress,Low,2025-07-15,,130
702,160,Cleaning,Resolved,High,2025-02-24,2025-02-28,994
703,71,Security,In Progress,Critical,2025-03-21,2025-04-02,290
704,378,Appliance,In Progress,Medium,2026-01-16,2026-01-26,937
705,126,HVAC,Closed,Critical,2025-06-15,2025-06-25,210
706,233,HVAC,Resolved,Low,2025-11-22,2025-11-23,1103
707,56,Security,Open,Low,2026-01-13,2026-01-14,128
708,42,Security,Resolved,Low,2025-02-11,2025-02-24,569
709,413,General Repair,In Progress,High,2025-09-19,,331
710,129,Plumbing,Resolved,Critical,2025-10-06,2025-10-12,681
711,423,Cleaning,In Progress,Low,2026-01-29,2026-02-12,1091
712,236,Cleaning,Resolved,Critical,2025-12-11,2025-12-25,198
713,431,General Repair,In Progress,High,2025-04-06,2025-04-18,60
714,152,Plumbing,In Progress,Critical,2025-02-13,2025-02-27,676
715,351,Appliance,Closed,High,2025-04-25,2025-05-04,1189
716,454,Electrical,In Progress,Low,2026-04-14,2026-04-20,672
717,316,Cleaning,In Progress,Critical,2025-12-29,2026-01-06,973
718,342,Appliance,In Progress,Medium,2026-04-21,2026-05-03,1129
719,381,Cleaning,In Progress,Medium,2026-01-31,,353
720,195,Cleaning,In Progress,Critical,2025-11-20,2025-11-21,174
721,148,Plumbing,Closed,High,2025-11-19,2025-11-29,181
722,168,Cleaning,In Progress,Critical,2025-03-12,2025-03-24,744
723,28,Plumbing,Resolved,Medium,2025-07-11,2025-07-14,229
724,316,Electrical,Closed,Medium,2025-05-14,2025-05-17,1096
725,73,HVAC,Resolved,Medium,2025-07-21,2025-07-22,949
726,62,Electrical,In Progress,Low,2025-06-28,2025-07-04,488
727,343,Plumbing,Closed,Medium,2025-01-13,2025-01-16,633
728,437,HVAC,Resolved,High,2025-10-08,2025-10-14,257
729,102,General Repair,Resolved,Critical,2026-04-04,2026-04-10,572
730,408,Plumbing,Resolved,Critical,2025-01-13,,723
731,392,General Repair,Resolved,High,2025-06-07,2025-06-08,1112
732,360,General Repair,In Progress,Medium,2025-06-15,,337
733,456,HVAC,In Progress,Medium,2025-03-31,2025-04-14,424
734,398,Electrical,In Progress,Low,2025-08-10,2025-08-17,270
735,485,Electrical,Closed,High,2026-01-20,2026-01-27,161
736,301,Cleaning,Closed,Medium,2025-02-13,2025-02-15,507
737,336,Cleaning,Open,High,2025-11-06,2025-11-20,393
738,250,Appliance,In Progress,Low,2025-09-26,2025-09-27,519
739,263,General Repair,Resolved,High,2025-06-17,2025-06-28,511
740,41,Security,Closed,Medium,2025-12-22,2025-12-23,505
741,285,Cleaning,Closed,Medium,2025-12-13,2025-12-20,57
742,394,Electrical,In Progress,Critical,2025-07-29,,105
743,217,HVAC,Open,Critical,2025-07-18,2025-08-01,79
744,70,Security,Open,Critical,2025-08-14,,142
745,451,Plumbing,Resolved,Medium,2025-04-12,2025-04-26,262
746,223,Electrical,Closed,High,2025-07-01,2025-07-04,262
747,407,Appliance,Closed,High,2025-04-23,,1022
748,43,Electrical,Resolved,Low,2025-07-18,2025-07-21,252
749,359,General Repair,Closed,Low,2026-01-21,,420
750,167,Cleaning,Open,Medium,2025-08-08,2025-08-10,1112
751,139,Appliance,Closed,Critical,2026-04-09,,1001
752,38,Plumbing,Open,Medium,2025-03-18,,381
753,6,Security,Closed,Medium,2026-04-09,2026-04-17,486
754,45,Appliance,Resolved,Critical,2026-01-31,,358
755,284,Appliance,Open,Critical,2025-11-26,,191
756,184,General Repair,Open,Low,2025-06-04,2025-06-05,532
757,411,Cleaning,Closed,High,2026-03-15,,133
758,325,Cleaning,In Progress,Medium,2025-07-05,2025-07-15,972
759,399,Plumbing,Resolved,Medium,2025-07-29,2025-08-06,633
760,329,Appliance,Closed,High,2025-12-11,2025-12-19,517
761,336,HVAC,Closed,High,2025-07-09,,521
762,114,Security,In Progress,Medium,2026-04-25,2026-04-27,568
763,76,Appliance,Open,Low,2025-08-09,2025-08-16,1077
764,496,Electrical,Open,Low,2026-03-05,,537
765,251,Appliance,Closed,High,2026-01-08,2026-01-16,408
766,18,Cleaning,Closed,Medium,2026-01-22,2026-01-27,362
767,263,Appliance,In Progress,Critical,2025-03-25,,796
768,345,Appliance,Open,Low,2025-10-23,2025-11-04,108
769,460,Appliance,Open,Low,2025-08-19,2025-09-01,326
770,459,Security,Resolved,Critical,2025-09-21,,458
771,31,Appliance,Closed,Medium,2025-06-23,,748
772,301,General Repair,Closed,High,2025-06-07,2025-06-11,515
773,410,General Repair,Open,Medium,2025-06-12,2025-06-16,136
774,211,General Repair,Open,Low,2025-09-25,,237
775,168,Electrical,In Progress,High,2026-01-30,2026-02-03,52
776,120,General Repair,In Progress,Low,2025-11-10,,187
777,98,Security,Open,Medium,2025-07-12,,684
778,77,Appliance,Resolved,Low,2025-06-23,2025-07-05,384
779,422,Electrical,In Progress,High,2025-10-24,,836
780,174,Security,Resolved,High,2025-01-16,2025-01-27,651
781,407,HVAC,Closed,Low,2026-01-04,2026-01-08,866
782,436,HVAC,Resolved,Medium,2025-12-26,2026-01-01,1028
783,158,HVAC,Closed,Critical,2025-09-09,2025-09-14,553
784,80,Electrical,In Progress,Medium,2026-05-02,,826
785,29,General Repair,In Progress,Medium,2025-10-12,2025-10-19,291
786,407,Electrical,Open,Critical,2025-04-03,,604
787,391,Cleaning,Closed,High,2025-08-07,2025-08-16,627
788,103,General Repair,Closed,Medium,2025-07-13,2025-07-15,974
789,158,Appliance,Closed,Medium,2025-02-14,2025-02-24,1164
790,51,Security,Open,Critical,2026-05-08,2026-05-09,1044
791,130,Cleaning,Resolved,Low,2025-08-20,2025-09-02,1022
792,252,Electrical,Resolved,Low,2025-11-10,2025-11-19,231
793,222,Security,Closed,Critical,2025-12-14,2025-12-24,856
794,450,HVAC,Closed,Critical,2026-05-04,2026-05-08,211
795,197,Security,Closed,Critical,2025-06-01,2025-06-13,827
796,439,HVAC,Open,High,2026-01-14,,172
797,127,Appliance,In Progress,Critical,2025-06-04,2025-06-12,731
798,124,Cleaning,Closed,Low,2026-02-21,2026-03-03,678
799,210,Security,Resolved,High,2025-04-14,2025-04-20,200
800,442,General Repair,Closed,High,2025-04-25,2025-05-05,803
801,264,Appliance,In Progress,Low,2025-08-10,,951
802,9,Security,Closed,High,2026-01-05,2026-01-08,776
803,498,Cleaning,In Progress,Medium,2026-02-17,,1087
804,168,HVAC,Resolved,Medium,2025-11-26,,663
805,495,Appliance,In Progress,Critical,2025-10-15,2025-10-28,1041
806,297,Security,Closed,Critical,2025-01-13,2025-01-26,466
807,263,General Repair,Open,Critical,2025-10-04,2025-10-06,799
808,225,Security,In Progress,High,2026-02-11,2026-02-18,561
809,368,HVAC,Open,Critical,2025-08-10,2025-08-17,579
810,240,General Repair,Open,Medium,2026-05-17,,941
811,410,Cleaning,Closed,Low,2026-04-12,2026-04-15,174
812,323,Electrical,In Progress,Low,2025-01-25,2025-02-04,142
813,83,Plumbing,Open,High,2025-02-20,2025-02-22,936
814,70,HVAC,Resolved,Low,2025-10-17,,104
815,317,Electrical,Closed,Medium,2025-02-02,,671
816,235,HVAC,In Progress,High,2025-06-15,2025-06-21,869
817,457,Security,Open,High,2026-03-04,2026-03-05,1199
818,73,Plumbing,Open,Critical,2025-07-26,2025-08-05,403
819,350,HVAC,Closed,Medium,2026-05-30,2026-06-05,739
820,175,HVAC,In Progress,Medium,2026-01-27,2026-02-10,1140
821,59,General Repair,Resolved,Critical,2026-04-04,,289
822,422,Appliance,Open,Low,2025-04-05,,623
823,497,Appliance,Resolved,Low,2026-04-14,2026-04-20,1115
824,145,HVAC,Open,Medium,2025-05-14,,167
825,387,Cleaning,In Progress,High,2025-07-11,,1088
826,464,Security,Open,High,2025-05-06,2025-05-15,746
827,20,HVAC,Closed,Medium,2026-02-17,,520
828,89,Plumbing,Resolved,High,2025-12-14,2025-12-22,592
829,321,Appliance,Closed,Critical,2025-05-15,2025-05-17,141
830,89,Electrical,Closed,Medium,2025-07-18,2025-07-30,964
831,272,Appliance,Closed,Low,2025-03-05,2025-03-15,683
832,252,Plumbing,Resolved,Medium,2025-06-11,2025-06-23,1062
833,238,Security,Open,Critical,2025-12-27,2026-01-06,344
834,255,Security,Closed,High,2026-04-14,,435
835,64,Electrical,Resolved,Low,2025-04-22,2025-05-04,1161
836,381,General Repair,Open,High,2026-02-01,2026-02-08,1135
837,306,Cleaning,Open,High,2025-11-28,2025-12-07,803
838,117,Cleaning,Resolved,Medium,2025-12-01,2025-12-15,856
839,448,Electrical,Open,Critical,2025-09-21,2025-09-26,865
840,350,General Repair,Open,Critical,2025-03-22,2025-04-01,1117
841,202,Cleaning,Closed,Medium,2025-01-25,,224
842,86,Plumbing,Resolved,Critical,2025-10-18,,363
843,446,Appliance,In Progress,High,2026-01-30,2026-02-07,734
844,45,Plumbing,Closed,Low,2026-02-12,,636
845,24,General Repair,Resolved,Low,2025-08-06,2025-08-12,973
846,114,Plumbing,Closed,High,2025-02-08,2025-02-14,321
847,143,HVAC,In Progress,Low,2025-08-26,2025-08-31,809
848,9,HVAC,Resolved,Medium,2026-02-15,2026-02-27,721
849,209,HVAC,Open,Low,2025-06-05,2025-06-19,745
850,308,General Repair,Resolved,Critical,2026-03-20,2026-03-25,1116
851,452,Security,Resolved,Medium,2025-01-14,,365
852,279,HVAC,Closed,High,2025-06-19,2025-06-23,341
853,115,General Repair,In Progress,Medium,2026-02-27,2026-03-09,727
854,331,Plumbing,Open,High,2025-12-03,,115
855,193,General Repair,Open,Low,2025-10-07,,59
856,200,Appliance,Resolved,Critical,2026-05-01,2026-05-15,245
857,294,Electrical,Open,Low,2025-03-14,2025-03-16,941
858,352,General Repair,In Progress,Low,2025-05-30,,810
859,379,HVAC,Open,Low,2026-02-05,2026-02-17,524
860,298,Plumbing,Closed,Low,2026-04-12,,339
861,89,Plumbing,Resolved,Critical,2025-04-07,2025-04-10,255
862,306,Security,Resolved,Medium,2026-05-08,2026-05-13,1042
863,344,Cleaning,In Progress,High,2025-03-04,2025-03-14,643
864,140,Electrical,Resolved,Low,2026-04-11,,297
865,440,Plumbing,Closed,High,2025-05-16,,706
866,3,Cleaning,Open,Low,2025-01-15,2025-01-19,57
867,189,Cleaning,Open,Critical,2025-11-07,2025-11-12,579
868,62,Plumbing,In Progress,Critical,2025-11-23,,366
869,370,General Repair,Open,Medium,2025-11-11,2025-11-12,302
870,491,Cleaning,In Progress,Critical,2025-07-11,2025-07-13,1055
871,219,Electrical,Resolved,Low,2025-02-16,2025-02-23,533
872,494,General Repair,Closed,Critical,2025-11-27,2025-12-10,816
873,175,Appliance,Open,Low,2025-06-12,2025-06-19,329
874,407,Cleaning,Closed,Critical,2025-03-10,,1138
875,100,Electrical,Closed,Medium,2025-05-26,,63
876,281,Security,Resolved,Low,2025-07-17,,146
877,44,Plumbing,Resolved,Critical,2026-04-26,2026-04-27,74
878,128,Cleaning,Open,Critical,2025-04-06,2025-04-09,888
879,47,HVAC,Resolved,Medium,2025-07-11,2025-07-19,681
880,432,Cleaning,Closed,Medium,2025-12-21,2025-12-25,570
881,248,Cleaning,In Progress,High,2025-02-14,2025-02-20,1057
882,300,Appliance,Closed,Medium,2026-03-14,,739
883,430,Plumbing,Closed,Critical,2025-12-09,2025-12-12,522
884,199,Appliance,In Progress,High,2025-01-09,,439
885,452,Appliance,Open,Critical,2025-08-05,2025-08-16,1033
886,363,General Repair,Open,Medium,2026-05-07,2026-05-12,1173
887,394,Appliance,In Progress,Medium,2025-06-27,,441
888,41,Appliance,Open,Medium,2026-04-15,2026-04-22,767
889,367,General Repair,In Progress,Medium,2025-12-22,2025-12-30,663
890,299,Security,Resolved,Critical,2026-01-22,2026-02-02,930
891,252,Security,Resolved,Critical,2025-04-18,,672
892,478,Security,Resolved,Low,2025-08-21,2025-08-28,287
893,333,Electrical,Resolved,Low,2026-05-17,2026-05-27,565
894,235,Electrical,In Progress,Low,2026-04-07,2026-04-19,462
895,193,HVAC,In Progress,High,2025-04-12,2025-04-19,666
896,273,Cleaning,Open,Low,2026-01-28,2026-02-07,813
897,367,Electrical,Open,Medium,2026-05-07,2026-05-09,829
898,6,General Repair,Closed,Medium,2025-11-07,2025-11-18,1036
899,18,General Repair,Open,Low,2025-12-16,,335
900,245,HVAC,In Progress,Critical,2025-11-20,2025-11-25,160
901,398,Cleaning,Open,Low,2025-12-07,,558
902,211,Electrical,Resolved,Medium,2025-09-12,,608
903,360,Cleaning,Open,High,2025-12-04,2025-12-17,892
904,354,General Repair,Resolved,Medium,2025-03-23,2025-03-28,883
