payment_id,tenant_id,lease_id,property_id,due_date,paid_date,amount_due,amount_paid,status,days_late
917,667,76,117,2025-06-01,2025-06-01,2881,2881,PAID,0
918,667,76,117,2025-07-01,2025-07-07,2881,2881,PAID,0
919,667,76,117,2025-08-01,2025-08-02,2881,2881,PAID,0
920,667,76,117,2025-09-01,2025-09-07,2881,2881,PAID,0
921,667,76,117,2025-10-01,2025-10-08,2881,2881,PAID,0
922,667,76,117,2025-11-01,,2881,0,PENDING,209
923,667,76,117,2025-12-01,2025-12-03,2881,2881,PAID,0
924,667,76,117,2026-01-01,2026-01-06,2881,2881,PAID,0
925,1451,77,119,2025-08-01,2025-08-08,3721,3721,PAID,0
926,1451,77,119,2025-09-01,2025-09-08,3721,3721,PAID,0
927,1451,77,119,2025-10-01,2025-10-05,3721,3721,PAID,0
928,1451,77,119,2025-11-01,2025-11-05,3721,3721,PAID,0
929,1451,77,119,2025-12-01,2025-12-01,3721,3721,PAID,0
930,1451,77,119,2026-01-01,,3721,0,PENDING,148
931,1451,77,119,2026-02-01,2026-02-03,3721,3721,PAID,0
932,1921,78,121,2024-08-01,,2616,0,OVERDUE,666
933,1921,78,121,2024-09-01,,2616,0,OVERDUE,635
934,1921,78,121,2024-10-01,2024-10-02,2616,2616,PAID,0
935,1921,78,121,2024-11-01,2024-11-02,2616,2616,PAID,0
936,1921,78,121,2024-12-01,,2616,0,PENDING,544
937,1921,78,121,2025-01-01,2025-01-04,2616,2616,PAID,0
938,1921,78,121,2025-02-01,2025-02-07,2616,2616,PAID,0
939,1921,78,121,2025-03-01,,2616,0,PENDING,454
940,1921,78,121,2025-04-01,2025-04-07,2616,2616,PAID,0
941,1921,78,121,2025-05-01,2025-05-08,2616,1828,PARTIAL,0
942,1921,78,121,2025-06-01,2025-06-06,2616,2616,PAID,0
943,1921,78,121,2025-07-01,2025-07-07,2616,2616,PAID,0
944,1921,78,121,2025-08-01,,2616,0,OVERDUE,301
945,1921,78,121,2025-09-01,2025-09-01,2616,2616,PAID,0
946,1921,78,121,2025-10-01,2025-10-07,2616,2616,PAID,0
947,1921,78,121,2025-11-01,2025-11-05,2616,2616,PAID,0
948,1921,78,121,2025-12-01,2025-12-06,2616,2616,PAID,0
949,1921,78,121,2026-01-01,2026-01-08,2616,2616,PAID,0
950,1566,79,122,2025-09-01,2025-09-07,1098,1098,PAID,0
951,1566,79,122,2025-10-01,2025-10-01,1098,1098,PAID,0
952,1566,79,122,2025-11-01,2025-11-01,1098,1098,PAID,0
953,1566,79,122,2025-12-01,2025-12-01,1098,1098,PAID,0
954,1566,79,122,2026-01-01,2026-01-04,1098,1098,PAID,0
955,1566,79,122,2026-02-01,2026-02-01,1098,1098,PAID,0
956,1566,79,122,2026-03-01,2026-03-03,1098,1098,PAID,0
957,1566,79,122,2026-04-01,2026-04-02,1098,1098,PAID,0
958,1566,79,122,2026-05-01,2026-05-07,1098,1098,PAID,0
959,1508,80,123,2025-10-01,2025-10-01,2067,2067,PAID,0
960,1508,80,123,2025-11-01,2025-11-02,2067,2067,PAID,0
961,1508,80,123,2025-12-01,2025-12-04,2067,2067,PAID,0
962,1508,80,123,2026-01-01,2026-01-02,2067,2067,PAID,0
963,1508,80,123,2026-02-01,2026-02-06,2067,1389,PARTIAL,0
964,1508,80,123,2026-03-01,2026-03-01,2067,2067,PAID,0
965,1508,80,123,2026-04-01,2026-04-03,2067,2067,PAID,0
966,1508,80,123,2026-05-01,2026-05-05,2067,2067,PAID,0
967,1928,81,124,2024-02-01,2024-02-04,1305,1305,PAID,0
968,1928,81,124,2024-03-01,2024-03-08,1305,1305,PAID,0
969,1928,81,124,2024-04-01,2024-04-08,1305,1305,PAID,0
970,1928,81,124,2024-05-01,2024-05-06,1305,1305,PAID,0
971,1928,81,124,2024-06-01,2024-06-02,1305,1305,PAID,0
972,1928,81,124,2024-07-01,2024-07-03,1305,1305,PAID,0
973,1928,81,124,2024-08-01,2024-08-06,1305,482,PARTIAL,0
974,1928,81,124,2024-09-01,2024-09-07,1305,1305,PAID,0
975,1928,81,124,2024-10-01,2024-10-08,1305,1305,PAID,0
976,1928,81,124,2024-11-01,2024-11-08,1305,1305,PAID,0
977,1928,81,124,2024-12-01,,1305,0,OVERDUE,544
978,1928,81,124,2025-01-01,2025-01-05,1305,1305,PAID,0
979,1928,81,124,2025-02-01,,1305,0,PENDING,482
980,1928,81,124,2025-03-01,2025-03-15,1305,953,PARTIAL,0
981,1928,81,124,2025-04-01,2025-04-05,1305,1305,PAID,0
982,1928,81,124,2025-05-01,2025-05-05,1305,1305,PAID,0
983,1928,81,124,2025-06-01,2025-06-06,1305,1305,PAID,0
984,1928,81,124,2025-07-01,2025-07-02,1305,1305,PAID,0
985,1928,81,124,2025-08-01,2025-08-01,1305,1305,PAID,0
986,1928,81,124,2025-09-01,2025-09-02,1305,1305,PAID,0
987,1928,81,124,2025-10-01,2025-10-07,1305,1305,PAID,0
988,1928,81,124,2025-11-01,2025-11-06,1305,1305,PAID,0
989,1928,81,124,2025-12-01,2025-12-05,1305,1305,PAID,0
990,1928,81,124,2026-01-01,,1305,0,OVERDUE,148
991,1928,81,124,2026-02-01,,1305,0,PENDING,117
992,1435,82,125,2025-08-01,2025-08-07,996,996,PAID,0
993,1435,82,125,2025-09-01,2025-09-08,996,693,PARTIAL,0
994,1435,82,125,2025-10-01,2025-10-06,996,996,PAID,0
995,1435,82,125,2025-11-01,2025-11-08,996,996,PAID,0
996,1435,82,125,2025-12-01,2025-12-01,996,996,PAID,0
997,1435,82,125,2026-01-01,2026-01-07,996,996,PAID,0
998,1435,82,125,2026-02-01,2026-02-04,996,996,PAID,0
999,41,83,126,2024-02-01,2024-02-12,1854,724,PARTIAL,0
1000,41,83,126,2024-03-01,2024-03-03,1854,1854,PAID,0
1001,41,83,126,2024-04-01,2024-04-07,1854,1854,PAID,0
1002,41,83,126,2024-05-01,2024-05-01,1854,1854,PAID,0
1003,41,83,126,2024-06-01,2024-06-03,1854,1854,PAID,0
1004,41,83,126,2024-07-01,2024-07-07,1854,1854,PAID,0
1005,41,83,126,2024-08-01,2024-08-04,1854,1854,PAID,0
1006,41,83,126,2024-09-01,2024-09-02,1854,1854,PAID,0
1007,41,83,126,2024-10-01,2024-10-06,1854,1854,PAID,0
1008,41,83,126,2024-11-01,2024-11-06,1854,1854,PAID,0
1009,41,83,126,2024-12-01,,1854,0,OVERDUE,544
1010,41,83,126,2025-01-01,2025-01-02,1854,1854,PAID,0
1011,41,83,126,2025-02-01,2025-02-02,1854,1854,PAID,0
1012,41,83,126,2025-03-01,2025-03-02,1854,1854,PAID,0
1013,41,83,126,2025-04-01,2025-04-01,1854,1854,PAID,0
1014,41,83,126,2025-05-01,2025-05-08,1854,1854,PAID,0
1015,41,83,126,2025-06-01,2025-06-06,1854,1854,PAID,0
1016,41,83,126,2025-07-01,2025-07-05,1854,1854,PAID,0
1017,41,83,126,2025-08-01,2025-08-04,1854,1854,PAID,0
1018,41,83,126,2025-09-01,2025-09-06,1854,1854,PAID,0
1019,41,83,126,2025-10-01,2025-10-05,1854,1854,PAID,0
1020,41,83,126,2025-11-01,2025-11-07,1854,1854,PAID,0
1021,41,83,126,2025-12-01,2025-12-17,1854,1201,PARTIAL,0
1022,41,83,126,2026-01-01,2026-01-06,1854,1854,PAID,0
1023,41,83,126,2026-02-01,2026-02-08,1854,1854,PAID,0
1024,832,84,127,2024-12-01,2024-12-06,2779,2779,PAID,0
1025,832,84,127,2025-01-01,2025-01-02,2779,2779,PAID,0
1026,832,84,127,2025-02-01,2025-02-02,2779,2779,PAID,0
1027,832,84,127,2025-03-01,2025-03-07,2779,2779,PAID,0
1028,832,84,127,2025-04-01,2025-04-05,2779,2779,PAID,0
1029,832,84,127,2025-05-01,,2779,0,PENDING,393
1030,832,84,127,2025-06-01,2025-06-04,2779,2779,PAID,0
1031,832,84,127,2025-07-01,2025-07-07,2779,2779,PAID,0
1032,832,84,127,2025-08-01,,2779,0,OVERDUE,301
1033,832,84,127,2025-09-01,2025-09-04,2779,2779,PAID,0
1034,832,84,127,2025-10-01,,2779,0,OVERDUE,240
1035,832,84,127,2025-11-01,2025-11-08,2779,2779,PAID,0
1036,832,84,127,2025-12-01,2025-12-08,2779,2779,PAID,0
1037,832,84,127,2026-01-01,2026-01-01,2779,2779,PAID,0
1038,832,84,127,2026-02-01,2026-02-08,2779,2779,PAID,0
1039,832,84,127,2026-03-01,2026-03-03,2779,2779,PAID,0
1040,832,84,127,2026-04-01,2026-04-17,2779,1744,PARTIAL,0
1041,832,84,127,2026-05-01,,2779,0,PENDING,28
1042,1952,85,128,2024-01-01,,1426,0,PENDING,879
1043,1952,85,128,2024-02-01,2024-02-05,1426,1426,PAID,0
1044,1952,85,128,2024-03-01,2024-03-01,1426,1426,PAID,0
1045,1952,85,128,2024-04-01,,1426,0,PENDING,788
1046,1952,85,128,2024-05-01,2024-05-03,1426,1426,PAID,0
1047,1952,85,128,2024-06-01,2024-06-06,1426,1426,PAID,0
1048,1952,85,128,2024-07-01,2024-07-04,1426,1426,PAID,0
1049,1952,85,128,2024-08-01,2024-08-03,1426,1426,PAID,0
1050,1952,85,128,2024-09-01,2024-09-08,1426,1426,PAID,0
1051,1952,85,128,2024-10-01,2024-10-03,1426,1426,PAID,0
1052,1952,85,128,2024-11-01,2024-11-07,1426,1426,PAID,0
1053,1952,85,128,2024-12-01,2024-12-01,1426,1426,PAID,0
1054,1952,85,128,2025-01-01,2025-01-03,1426,1426,PAID,0
1055,1952,85,128,2025-02-01,2025-02-03,1426,1426,PAID,0
1056,1952,85,128,2025-03-01,,1426,0,PENDING,454
1057,1952,85,128,2025-04-01,,1426,0,OVERDUE,423
1058,1952,85,128,2025-05-01,,1426,0,OVERDUE,393
1059,1952,85,128,2025-06-01,2025-06-03,1426,1426,PAID,0
1060,1952,85,128,2025-07-01,2025-07-08,1426,1426,PAID,0
1061,1952,85,128,2025-08-01,2025-08-04,1426,1426,PAID,0
1062,1952,85,128,2025-09-01,2025-09-03,1426,1426,PAID,0
1063,1952,85,128,2025-10-01,2025-10-06,1426,1426,PAID,0
1064,1952,85,128,2025-11-01,2025-11-01,1426,1426,PAID,0
1065,1952,85,128,2025-12-01,2025-12-03,1426,1426,PAID,0
1066,1952,85,128,2026-01-01,2026-01-02,1426,1426,PAID,0
1067,1835,86,129,2024-12-01,2024-12-01,962,962,PAID,0
1068,1835,86,129,2025-01-01,2025-01-04,962,962,PAID,0
1069,1835,86,129,2025-02-01,2025-02-03,962,962,PAID,0
1070,1835,86,129,2025-03-01,2025-03-05,962,962,PAID,0
1071,1835,86,129,2025-04-01,2025-04-05,962,962,PAID,0
1072,1835,86,129,2025-05-01,2025-05-02,962,962,PAID,0
1073,1835,86,129,2025-06-01,2025-06-03,962,962,PAID,0
1074,1835,86,129,2025-07-01,,962,0,OVERDUE,332
1075,1835,86,129,2025-08-01,2025-08-08,962,962,PAID,0
1076,1835,86,129,2025-09-01,2025-09-06,962,962,PAID,0
1077,1835,86,129,2025-10-01,,962,0,PENDING,240
1078,1835,86,129,2025-11-01,2025-11-05,962,962,PAID,0
1079,1835,86,129,2025-12-01,2025-12-03,962,962,PAID,0
1080,988,87,130,2024-03-01,,2483,0,OVERDUE,819
1081,988,87,130,2024-04-01,2024-04-08,2483,2483,PAID,0
1082,988,87,130,2024-05-01,2024-05-02,2483,2483,PAID,0
1083,988,87,130,2024-06-01,2024-06-04,2483,2483,PAID,0
1084,988,87,130,2024-07-01,2024-07-01,2483,2483,PAID,0
1085,988,87,130,2024-08-01,2024-08-07,2483,2483,PAID,0
1086,988,87,130,2024-09-01,,2483,0,PENDING,635
1087,988,87,130,2024-10-01,2024-10-09,2483,1537,PARTIAL,0
1088,988,87,130,2024-11-01,2024-11-07,2483,2483,PAID,0
1089,988,87,130,2024-12-01,2024-12-17,2483,1642,PARTIAL,0
1090,988,87,130,2025-01-01,,2483,0,OVERDUE,513
1091,988,87,130,2025-02-01,2025-02-08,2483,2483,PAID,0
1092,988,87,130,2025-03-01,2025-03-04,2483,2483,PAID,0
1093,988,87,130,2025-04-01,,2483,0,OVERDUE,423
1094,988,87,130,2025-05-01,2025-05-01,2483,2483,PAID,0
1095,988,87,130,2025-06-01,,2483,0,OVERDUE,362
1096,988,87,130,2025-07-01,2025-07-05,2483,2483,PAID,0
1097,988,87,130,2025-08-01,2025-08-01,2483,2483,PAID,0
1098,988,87,130,2025-09-01,,2483,0,OVERDUE,270
1099,988,87,130,2025-10-01,2025-10-04,2483,2483,PAID,0
1100,988,87,130,2025-11-01,2025-11-01,2483,2483,PAID,0
1101,988,87,130,2025-12-01,2025-12-01,2483,2483,PAID,0
1102,988,87,130,2026-01-01,2026-01-06,2483,2483,PAID,0
1103,988,87,130,2026-02-01,2026-02-05,2483,2483,PAID,0
1104,988,87,130,2026-03-01,2026-03-05,2483,2483,PAID,0
1105,1010,88,131,2025-11-01,2025-11-01,2687,2687,PAID,0
1106,1010,88,131,2025-12-01,2025-12-05,2687,2687,PAID,0
1107,1010,88,131,2026-01-01,2026-01-03,2687,2687,PAID,0
1108,1010,88,131,2026-02-01,,2687,0,OVERDUE,117
1109,1010,88,131,2026-03-01,2026-03-07,2687,2687,PAID,0
1110,1010,88,131,2026-04-01,2026-04-06,2687,2687,PAID,0
1111,1010,88,131,2026-05-01,2026-05-07,2687,2687,PAID,0
1112,195,89,133,2024-06-01,2024-06-03,1909,1909,PAID,0
1113,195,89,133,2024-07-01,2024-07-01,1909,1909,PAID,0
1114,195,89,133,2024-08-01,,1909,0,PENDING,666
1115,195,89,133,2024-09-01,2024-09-03,1909,1909,PAID,0
1116,195,89,133,2024-10-01,2024-10-01,1909,1909,PAID,0
1117,195,89,133,2024-11-01,2024-11-07,1909,1909,PAID,0
1118,195,89,133,2024-12-01,2024-12-06,1909,1909,PAID,0
1119,195,89,133,2025-01-01,2025-01-07,1909,1909,PAID,0
1120,195,89,133,2025-02-01,,1909,0,OVERDUE,482
1121,195,89,133,2025-03-01,,1909,0,PENDING,454
1122,195,89,133,2025-04-01,,1909,0,OVERDUE,423
1123,195,89,133,2025-05-01,2025-05-05,1909,1909,PAID,0
1124,195,89,133,2025-06-01,2025-06-05,1909,1909,PAID,0
1125,1333,90,134,2025-06-01,2025-06-08,1142,1142,PAID,0
1126,1333,90,134,2025-07-01,2025-07-04,1142,1142,PAID,0
1127,1333,90,134,2025-08-01,2025-08-04,1142,1142,PAID,0
1128,1333,90,134,2025-09-01,2025-09-17,1142,751,PARTIAL,0
1129,1333,90,134,2025-10-01,2025-10-05,1142,1142,PAID,0
1130,1333,90,134,2025-11-01,,1142,0,PENDING,209
1131,1333,90,134,2025-12-01,2025-12-02,1142,1142,PAID,0
1132,1333,90,134,2026-01-01,2026-01-07,1142,1142,PAID,0
1133,1333,90,134,2026-02-01,2026-02-06,1142,1142,PAID,0
1134,1333,90,134,2026-03-01,,1142,0,PENDING,89
1135,1333,90,134,2026-04-01,2026-04-05,1142,1142,PAID,0
1136,1333,90,134,2026-05-01,2026-05-04,1142,1142,PAID,0
1137,89,91,135,2025-11-01,2025-11-07,2640,2640,PAID,0
1138,89,91,135,2025-12-01,2025-12-07,2640,2640,PAID,0
1139,89,91,135,2026-01-01,2026-01-03,2640,2640,PAID,0
1140,89,91,135,2026-02-01,2026-02-04,2640,2640,PAID,0
1141,89,91,135,2026-03-01,2026-03-10,2640,1867,PARTIAL,0
1142,89,91,135,2026-04-01,2026-04-02,2640,2640,PAID,0
1143,89,91,135,2026-05-01,2026-05-02,2640,2640,PAID,0
1144,866,92,136,2025-01-01,2025-01-02,3709,3709,PAID,0
1145,866,92,136,2025-02-01,2025-02-05,3709,3709,PAID,0
1146,866,92,136,2025-03-01,2025-03-06,3709,3709,PAID,0
1147,866,92,136,2025-04-01,2025-04-01,3709,3709,PAID,0
1148,866,92,136,2025-05-01,2025-05-02,3709,3709,PAID,0
1149,866,92,136,2025-06-01,2025-06-08,3709,3709,PAID,0
1150,866,92,136,2025-07-01,2025-07-03,3709,3709,PAID,0
1151,866,92,136,2025-08-01,2025-08-04,3709,3709,PAID,0
1152,866,92,136,2025-09-01,,3709,0,PENDING,270
1153,866,92,136,2025-10-01,2025-10-17,3709,2656,PARTIAL,0
1154,866,92,136,2025-11-01,,3709,0,OVERDUE,209
1155,866,92,136,2025-12-01,2025-12-03,3709,3709,PAID,0
1156,866,92,136,2026-01-01,2026-01-08,3709,3709,PAID,0
1157,866,92,136,2026-02-01,2026-02-08,3709,3709,PAID,0
1158,866,92,136,2026-03-01,2026-03-03,3709,3709,PAID,0
1159,866,92,136,2026-04-01,,3709,0,OVERDUE,58
1160,866,92,136,2026-05-01,2026-05-08,3709,3709,PAID,0
1161,1548,93,137,2025-01-01,2025-01-08,1943,1943,PAID,0
1162,1548,93,137,2025-02-01,2025-02-05,1943,1943,PAID,0
1163,1548,93,137,2025-03-01,2025-03-01,1943,1943,PAID,0
1164,1548,93,137,2025-04-01,2025-04-02,1943,1943,PAID,0
1165,1548,93,137,2025-05-01,2025-05-09,1943,1222,PARTIAL,0
1166,1548,93,137,2025-06-01,2025-06-06,1943,1943,PAID,0
1167,1548,93,137,2025-07-01,2025-07-08,1943,1943,PAID,0
1168,1548,93,137,2025-08-01,2025-08-05,1943,1943,PAID,0
1169,1548,93,137,2025-09-01,2025-09-06,1943,1943,PAID,0
1170,1548,93,137,2025-10-01,2025-10-08,1943,1943,PAID,0
1171,1548,93,137,2025-11-01,2025-11-07,1943,1943,PAID,0
1172,1548,93,137,2025-12-01,2025-12-04,1943,1943,PAID,0
1173,1548,93,137,2026-01-01,2026-01-19,1943,1162,PARTIAL,0
1174,1548,93,137,2026-02-01,,1943,0,OVERDUE,117
1175,1548,93,137,2026-03-01,2026-03-07,1943,1943,PAID,0
1176,1548,93,137,2026-04-01,,1943,0,PENDING,58
1177,1548,93,137,2026-05-01,2026-05-01,1943,1943,PAID,0
1178,1289,94,139,2025-08-01,2025-08-03,2301,2301,PAID,0
1179,1289,94,139,2025-09-01,2025-09-07,2301,2301,PAID,0
1180,1289,94,139,2025-10-01,2025-10-01,2301,2301,PAID,0
1181,1289,94,139,2025-11-01,2025-11-06,2301,2301,PAID,0
1182,1289,94,139,2025-12-01,2025-12-06,2301,2301,PAID,0
1183,1289,94,139,2026-01-01,2026-01-07,2301,2301,PAID,0
1184,1289,94,139,2026-02-01,,2301,0,OVERDUE,117
1185,1289,94,139,2026-03-01,2026-03-07,2301,2301,PAID,0
1186,1289,94,139,2026-04-01,2026-04-06,2301,2301,PAID,0
1187,1289,94,139,2026-05-01,,2301,0,OVERDUE,28
1188,1482,95,140,2025-06-01,2025-06-03,3900,3900,PAID,0
1189,1482,95,140,2025-07-01,2025-07-07,3900,3900,PAID,0
1190,1482,95,140,2025-08-01,2025-08-01,3900,3900,PAID,0
1191,1482,95,140,2025-09-01,2025-09-08,3900,3900,PAID,0
1192,1482,95,140,2025-10-01,2025-10-07,3900,3900,PAID,0
1193,1482,95,140,2025-11-01,,3900,0,PENDING,209
1194,1482,95,140,2025-12-01,,3900,0,PENDING,179
1195,759,96,141,2024-07-01,2024-07-01,987,987,PAID,0
1196,759,96,141,2024-08-01,2024-08-07,987,987,PAID,0
1197,759,96,141,2024-09-01,2024-09-05,987,987,PAID,0
1198,759,96,141,2024-10-01,2024-10-03,987,987,PAID,0
1199,759,96,141,2024-11-01,2024-11-05,987,987,PAID,0
1200,759,96,141,2024-12-01,,987,0,PENDING,544
1201,759,96,141,2025-01-01,2025-01-08,987,987,PAID,0
1202,759,96,141,2025-02-01,,987,0,OVERDUE,482
1203,759,96,141,2025-03-01,2025-03-04,987,987,PAID,0
1204,759,96,141,2025-04-01,2025-04-07,987,987,PAID,0
1205,759,96,141,2025-05-01,,987,0,OVERDUE,393
1206,759,96,141,2025-06-01,2025-06-06,987,547,PARTIAL,0
1207,1691,97,144,2025-08-01,2025-08-06,1815,1815,PAID,0
1208,1691,97,144,2025-09-01,,1815,0,PENDING,270
1209,1691,97,144,2025-10-01,,1815,0,PENDING,240
1210,1691,97,144,2025-11-01,2025-11-08,1815,1815,PAID,0
1211,1691,97,144,2025-12-01,2025-12-04,1815,1815,PAID,0
1212,1691,97,144,2026-01-01,2026-01-01,1815,1815,PAID,0
1213,1691,97,144,2026-02-01,,1815,0,OVERDUE,117
1214,1691,97,144,2026-03-01,2026-03-05,1815,1815,PAID,0
1215,1691,97,144,2026-04-01,2026-04-04,1815,1815,PAID,0
1216,1691,97,144,2026-05-01,2026-05-07,1815,1815,PAID,0
1217,1192,98,145,2025-11-01,2025-11-01,3259,3259,PAID,0
1218,1192,98,145,2025-12-01,,3259,0,PENDING,179
1219,1192,98,145,2026-01-01,2026-01-01,3259,3259,PAID,0
1220,1192,98,145,2026-02-01,2026-02-04,3259,3259,PAID,0
1221,1192,98,145,2026-03-01,2026-03-05,3259,3259,PAID,0
1222,1192,98,145,2026-04-01,2026-04-04,3259,3259,PAID,0
1223,1192,98,145,2026-05-01,2026-05-01,3259,3259,PAID,0
1224,343,99,146,2025-06-01,2025-06-07,2345,2345,PAID,0
1225,343,99,146,2025-07-01,2025-07-08,2345,2345,PAID,0
1226,343,99,146,2025-08-01,2025-08-08,2345,2345,PAID,0
1227,343,99,146,2025-09-01,2025-09-05,2345,2345,PAID,0
1228,343,99,146,2025-10-01,2025-10-03,2345,2345,PAID,0
1229,343,99,146,2025-11-01,2025-11-02,2345,2345,PAID,0
1230,343,99,146,2025-12-01,2025-12-07,2345,2345,PAID,0
1231,343,99,146,2026-01-01,2026-01-01,2345,2345,PAID,0
1232,343,99,146,2026-02-01,2026-02-01,2345,2345,PAID,0
1233,343,99,146,2026-03-01,2026-03-06,2345,2345,PAID,0
1234,343,99,146,2026-04-01,2026-04-07,2345,2345,PAID,0
1235,343,99,146,2026-05-01,2026-05-08,2345,2345,PAID,0
1236,13,100,148,2025-09-01,2025-09-01,1717,1717,PAID,0
1237,13,100,148,2025-10-01,2025-10-08,1717,1717,PAID,0
1238,13,100,148,2025-11-01,2025-11-04,1717,1717,PAID,0
1239,13,100,148,2025-12-01,2025-12-01,1717,1717,PAID,0
1240,13,100,148,2026-01-01,,1717,0,OVERDUE,148
1241,13,100,148,2026-02-01,2026-02-01,1717,1717,PAID,0
1242,13,100,148,2026-03-01,2026-03-07,1717,1717,PAID,0
1243,13,100,148,2026-04-01,2026-04-05,1717,1717,PAID,0
1244,13,100,148,2026-05-01,2026-05-01,1717,1717,PAID,0
1245,1841,101,149,2024-01-01,,1944,0,PENDING,879
1246,1841,101,149,2024-02-01,2024-02-11,1944,1389,PARTIAL,0
1247,1841,101,149,2024-03-01,2024-03-03,1944,1944,PAID,0
1248,1841,101,149,2024-04-01,2024-04-05,1944,1944,PAID,0
1249,1841,101,149,2024-05-01,2024-05-01,1944,1944,PAID,0
1250,1841,101,149,2024-06-01,2024-06-05,1944,1944,PAID,0
1251,1841,101,149,2024-07-01,2024-07-04,1944,1944,PAID,0
1252,1841,101,149,2024-08-01,2024-08-08,1944,1944,PAID,0
1253,1841,101,149,2024-09-01,2024-09-08,1944,1944,PAID,0
1254,1841,101,149,2024-10-01,2024-10-07,1944,1944,PAID,0
1255,1841,101,149,2024-11-01,2024-11-06,1944,1944,PAID,0
1256,1841,101,149,2024-12-01,,1944,0,OVERDUE,544
1257,1841,101,149,2025-01-01,2025-01-05,1944,1944,PAID,0
1258,1914,102,150,2024-11-01,2024-11-07,3902,3902,PAID,0
1259,1914,102,150,2024-12-01,2024-12-03,3902,3902,PAID,0
1260,1914,102,150,2025-01-01,2025-01-03,3902,3902,PAID,0
1261,1914,102,150,2025-02-01,,3902,0,PENDING,482
1262,1914,102,150,2025-03-01,2025-03-07,3902,3902,PAID,0
1263,1914,102,150,2025-04-01,2025-04-05,3902,3902,PAID,0
1264,1914,102,150,2025-05-01,2025-05-07,3902,3902,PAID,0
1265,1914,102,150,2025-06-01,2025-06-04,3902,3902,PAID,0
1266,1914,102,150,2025-07-01,2025-07-07,3902,3902,PAID,0
1267,1914,102,150,2025-08-01,2025-08-06,3902,3902,PAID,0
1268,1914,102,150,2025-09-01,2025-09-07,3902,3902,PAID,0
1269,1914,102,150,2025-10-01,2025-10-05,3902,3902,PAID,0
1270,1103,103,152,2024-09-01,2024-09-07,4168,4168,PAID,0
1271,1103,103,152,2024-10-01,,4168,0,PENDING,605
1272,1103,103,152,2024-11-01,2024-11-04,4168,4168,PAID,0
1273,1103,103,152,2024-12-01,2024-12-08,4168,4168,PAID,0
1274,1103,103,152,2025-01-01,2025-01-01,4168,4168,PAID,0
1275,1103,103,152,2025-02-01,2025-02-03,4168,4168,PAID,0
1276,1103,103,152,2025-03-01,,4168,0,PENDING,454
1277,1103,103,152,2025-04-01,2025-04-02,4168,4168,PAID,0
1278,1103,103,152,2025-05-01,2025-05-02,4168,4168,PAID,0
1279,1103,103,152,2025-06-01,2025-06-03,4168,4168,PAID,0
1280,1103,103,152,2025-07-01,2025-07-03,4168,4168,PAID,0
1281,1103,103,152,2025-08-01,,4168,0,OVERDUE,301
1282,1103,103,152,2025-09-01,,4168,0,PENDING,270
1283,1071,104,154,2024-06-01,,3823,0,PENDING,727
1284,1071,104,154,2024-07-01,2024-07-07,3823,3823,PAID,0
1285,1071,104,154,2024-08-01,2024-08-01,3823,3823,PAID,0
1286,1071,104,154,2024-09-01,,3823,0,OVERDUE,635
1287,1071,104,154,2024-10-01,,3823,0,OVERDUE,605
1288,1071,104,154,2024-11-01,2024-11-08,3823,3823,PAID,0
1289,1071,104,154,2024-12-01,2024-12-04,3823,3823,PAID,0
1290,1071,104,154,2025-01-01,2025-01-02,3823,3823,PAID,0
1291,1071,104,154,2025-02-01,2025-02-01,3823,3823,PAID,0
1292,1071,104,154,2025-03-01,2025-03-08,3823,1686,PARTIAL,0
1293,1071,104,154,2025-04-01,2025-04-01,3823,3823,PAID,0
1294,1071,104,154,2025-05-01,2025-05-07,3823,3823,PAID,0
1295,1071,104,154,2025-06-01,2025-06-05,3823,3823,PAID,0
1296,1071,104,154,2025-07-01,,3823,0,PENDING,332
1297,1071,104,154,2025-08-01,2025-08-08,3823,3823,PAID,0
1298,1071,104,154,2025-09-01,2025-09-05,3823,3823,PAID,0
1299,1071,104,154,2025-10-01,,3823,0,PENDING,240
1300,1071,104,154,2025-11-01,2025-11-15,3823,1831,PARTIAL,0
1301,1071,104,154,2025-12-01,2025-12-08,3823,3823,PAID,0
1302,1071,104,154,2026-01-01,2026-01-06,3823,3823,PAID,0
1303,1071,104,154,2026-02-01,2026-02-02,3823,3823,PAID,0
1304,1071,104,154,2026-03-01,2026-03-19,3823,2170,PARTIAL,0
1305,1071,104,154,2026-04-01,2026-04-01,3823,3823,PAID,0
1306,1071,104,154,2026-05-01,,3823,0,PENDING,28
1307,206,105,156,2024-04-01,2024-04-08,1301,1301,PAID,0
1308,206,105,156,2024-05-01,2024-05-06,1301,1301,PAID,0
1309,206,105,156,2024-06-01,2024-06-06,1301,1301,PAID,0
1310,206,105,156,2024-07-01,2024-07-01,1301,1301,PAID,0
1311,206,105,156,2024-08-01,2024-08-05,1301,1301,PAID,0
1312,206,105,156,2024-09-01,2024-09-07,1301,1301,PAID,0
1313,206,105,156,2024-10-01,2024-10-04,1301,1301,PAID,0
1314,1340,106,158,2024-08-01,2024-08-08,2570,2570,PAID,0
1315,1340,106,158,2024-09-01,2024-09-01,2570,2570,PAID,0
1316,1340,106,158,2024-10-01,,2570,0,PENDING,605
1317,1340,106,158,2024-11-01,,2570,0,OVERDUE,574
1318,1340,106,158,2024-12-01,2024-12-07,2570,2570,PAID,0
1319,1340,106,158,2025-01-01,2025-01-04,2570,2570,PAID,0
